char	codepoint	readings
蛹	U+86F9	dõng|dũng|nhộng
蛺	U+86FA	giáp|hiệp|kiệp
蛻	U+86FB	thoái|thuế
蛼	U+86FC	xa
蛽	U+86FD	bối
蛾	U+86FE	nga|nghĩ
蜀	U+8700	thục|xọc
蜂	U+8702	ong|phong
蜃	U+8703	thần|thận
蜄	U+8704	chấn
蜅	U+8705	bò|phủ
蜆	U+8706	hiến|hiển|hiện|kiến
蜇	U+8707	triết|xít
蜈	U+8708	ngô
蜉	U+8709	phù
蜊	U+870A	ly|lị|lợi|lỵ
蜋	U+870B	lang
蜌	U+870C	bệ
蜍	U+870D	thờ|thừ
蜎	U+870E	oan|quyên|quyến
蜑	U+8711	đản
蜒	U+8712	diên|duyên
蜓	U+8713	đình|đỉnh
蜔	U+8714	thuế
蜕	U+8715	oa|thuế
蜖	U+8716	du|hồi|u|vưu|ấu
蜗	U+8717	oa|qua
蜘	U+8718	tri
蜚	U+871A	bay|phi|phỉ
蜛	U+871B	cư
蜜	U+871C	mật
蜞	U+871E	kì|kỳ
蜠	U+8720	quẫn
蜡	U+8721	chá|lạp|thư|thự|trá|trác
蜢	U+8722	mãnh
蜣	U+8723	khang|khương
蜤	U+8724	tích
蜥	U+8725	tích
蜦	U+8726	luân|trun
蜧	U+8727	luân
蜨	U+8728	điệp
蜩	U+8729	điêu|điều
蜪	U+872A	đào
蜬	U+872C	hàm
蜮	U+872E	quách|vặc|vực
蜯	U+872F	bạng
蜰	U+8730	phì
蜱	U+8731	bi|tỳ
蜲	U+8732	uy
蜳	U+8733	dong|đôn
蜴	U+8734	dịch
蜷	U+8737	quyền|quyển
蜸	U+8738	khẩn
蜹	U+8739	nhuế
蜺	U+873A	nghê
蜻	U+873B	thanh|tinh
蜼	U+873C	dữu|lũy|vị
蜽	U+873D	lưỡng|lượng
蜾	U+873E	quả
蜿	U+873F	uyển
蝀	U+8740	đông
蝁	U+8741	ác
蝂	U+8742	bản
蝃	U+8743	chuyết|đế
蝄	U+8744	võng
蝅	U+8745	tàm
蝆	U+8746	báng|dạng
蝇	U+8747	dao|diêu|dăng|nhăng
蝈	U+8748	quắc
蝉	U+8749	thiền|thuyền
蝋	U+874B	chá|thự|trác
蝌	U+874C	khoa
蝍	U+874D	tức
蝎	U+874E	hiết|hạt|rết|yết
蝏	U+874F	đình
蝐	U+8750	mạo|mội
蝒	U+8752	gò|miễn|nhện
蝓	U+8753	du
蝕	U+8755	thặc|thực
蝖	U+8756	huyên
蝗	U+8757	hoàng|huỳnh
蝘	U+8758	yển
蝙	U+8759	biên|biển
蝚	U+875A	nhu
蝜	U+875C	phụ
蝝	U+875D	duyên
蝟	U+875F	vị
蝠	U+8760	bức
蝡	U+8761	nhu|nhuyễn
蝣	U+8763	bỉ|du
蝤	U+8764	du|tù|tưu
蝥	U+8765	mao|miêu|mâu
蝦	U+8766	hà
蝧	U+8767	anh
蝨	U+8768	sắt
蝩	U+8769	chung|trùn|trùng
蝫	U+876B	phị
蝭	U+876D	đề
蝮	U+876E	phân|phúc|phục
蝯	U+876F	cám|viên
蝰	U+8770	hôi|húy|hủy|khuê
蝱	U+8771	manh
蝲	U+8772	lạt|sước|xước
蝳	U+8773	nọc|đại
蝴	U+8774	hà|hồ
蝶	U+8776	điệp
蝸	U+8778	oa|qua
蝹	U+8779	uân
蝺	U+877A	khủ
蝻	U+877B	nam|nảm
蝼	U+877C	lâu
蝽	U+877D	xuân
蝾	U+877E	vinh
蝿	U+877F	dao|diêu|dăng|nhăng
螀	U+8780	tương
螁	U+8781	thốn
螂	U+8782	lang
螃	U+8783	bàng|bạng
螄	U+8784	si|sư|tư
螅	U+8785	tức
螇	U+8787	hề
螈	U+8788	nguyên
螉	U+8789	ong|ông
螊	U+878A	hiềm
螋	U+878B	sưu
螌	U+878C	ban
融	U+878D	dong|dung
螎	U+878E	dung|quả
螒	U+8792	hàn
螓	U+8793	trăn|tần
螔	U+8794	di
螕	U+8795	bế|bề
螖	U+8796	hoạt
螗	U+8797	đường
螘	U+8798	nghĩ|nghị
螙	U+8799	đố
螚	U+879A	nại
螛	U+879B	hạt
螜	U+879C	hộc
螝	U+879D	hối|hủy
螞	U+879E	ma|mã
螟	U+879F	minh
螠	U+87A0	ếch
螡	U+87A1	mân|văn
螢	U+87A2	huỳnh
螣	U+87A3	đằng|đặc
螤	U+87A4	dữu
螨	U+87A8	mãn
螪	U+87AA	thương
螫	U+87AB	thích|trập|xá
螬	U+87AC	tào
螭	U+87AD	li|ly|si
螮	U+87AE	giải|đế
螯	U+87AF	khí|ngao|xí
螰	U+87B0	lộc|trất|điệt
螲	U+87B2	trất|điệt
螳	U+87B3	đường
螴	U+87B4	trần
螵	U+87B5	phiêu
螷	U+87B7	bảnh
螸	U+87B8	du
螹	U+87B9	tiệm
螺	U+87BA	loa
螻	U+87BB	lâu|sâu
螼	U+87BC	cẩn
螽	U+87BD	chung
螾	U+87BE	dẫn
螿	U+87BF	tương
蟀	U+87C0	suất|xuất
蟁	U+87C1	mân|văn
蟂	U+87C2	kiêu
蟄	U+87C4	chập|trập
蟆	U+87C6	ma|mô|mạc
蟇	U+87C7	ma|mô|mạc|quắc
蟈	U+87C8	mâu|quắc|quốc
蟊	U+87CA	mâu
蟋	U+87CB	tất
蟌	U+87CC	mãn|thông
蟎	U+87CE	mãn
蟏	U+87CF	tiêu
蟑	U+87D1	chương
蟒	U+87D2	mãng|mãnh
蟓	U+87D3	tượng
蟔	U+87D4	bánh
蟕	U+87D5	chủy
蟖	U+87D6	tư
蟘	U+87D8	đạc|đặc
蟙	U+87D9	chức
蟛	U+87DB	bành
蟜	U+87DC	kiểu
蟞	U+87DE	biết
蟟	U+87DF	liu|liêu
蟠	U+87E0	bàn|phiền|phồn
蟡	U+87E1	quỵ|ve
蟢	U+87E2	hỉ|hỷ
蟣	U+87E3	kì|kỉ|kỳ|kỷ
蟥	U+87E5	hoàng|huỳnh
蟧	U+87E7	bão|lao|liêu
蟨	U+87E8	quyết
蟩	U+87E9	quyết
蟪	U+87EA	huệ
蟫	U+87EB	dâm|ngân|đàm
蟬	U+87EC	thiền|thuyền
蟭	U+87ED	tiêu
蟮	U+87EE	thiện
蟯	U+87EF	nghêu|nhiêu
蟲	U+87F2	trùng
蟳	U+87F3	tầm|tằm
蟴	U+87F4	tư
蟶	U+87F6	sanh|trinh
蟷	U+87F7	đương
蟸	U+87F8	lãi|lễ
蟹	U+87F9	giải
蟺	U+87FA	thiện
蟻	U+87FB	nghĩ|nghị
蟼	U+87FC	kỉnh
蟾	U+87FE	thiềm
蠁	U+8801	hưởng
蠂	U+8802	điệp
蠃	U+8803	loa|lõa|lỏa
蠅	U+8805	dao|diêu|dăng|nhăng|nhặng
蠆	U+8806	mại|sái
蠇	U+8807	lại
蠉	U+8809	huyên|huyền
蠊	U+880A	liêm
蠋	U+880B	thục|trục
蠍	U+880D	hiết|hạt|yết
蠎	U+880E	mãng|mãnh
蠏	U+880F	giải
蠐	U+8810	tề|xê
蠑	U+8811	vinh
蠒	U+8812	kiển|mông
蠓	U+8813	chĩnh|mòng|mông
蠔	U+8814	hào
蠕	U+8815	nhu|nhuyễn
蠖	U+8816	hoạch|oách
蠗	U+8817	trạc
蠘	U+8818	tiệt
蠙	U+8819	tân|tần
蠚	U+881A	nhược
蠛	U+881B	miệt|mọt
蠜	U+881C	phàn
蠟	U+881F	chá|chạp|lạp|lạt|rệp|thự|trác
蠡	U+8821	lãi|lê|lễ|lỏa
蠢	U+8822	xuẩn
蠣	U+8823	lại|lệ
蠥	U+8825	nghiệt
蠧	U+8827	đố
蠨	U+8828	tiêu
蠩	U+8829	chư|long
蠪	U+882A	long
蠬	U+882C	rồng
蠭	U+882D	phong
蠮	U+882E	yết|ế
蠯	U+882F	bảnh
蠰	U+8830	nhưỡng
蠱	U+8831	cổ
蠲	U+8832	quyên
蠳	U+8833	anh
蠵	U+8835	huề
蠶	U+8836	tàm|tằm
蠷	U+8837	cù
蠸	U+8838	quyền
蠹	U+8839	đố
蠺	U+883A	tàm
蠻	U+883B	man|mán
蠼	U+883C	cù|quắc|quặc
蠽	U+883D	tiệt
蠾	U+883E	chúc
血	U+8840	huyết
衁	U+8841	hoang
衂	U+8842	nục
衃	U+8843	phôi
衄	U+8844	nục
衅	U+8845	hấn
衆	U+8846	chúng
衇	U+8847	mạch
衈	U+8848	nhị
衉	U+8849	khách|lạc
衊	U+884A	miệt|mét
衋	U+884B	hặc|hức|hực
行	U+884C	hàng|hành|hãng|hạng|hạnh
衍	U+884D	diên|diễn
衎	U+884E	khán|khản|thằng
衑	U+8851	linh
衒	U+8852	huyền|huyễn
術	U+8853	thuật|toại
衔	U+8854	hàm
衕	U+8855	đồng
衖	U+8856	hạng|lộng
街	U+8857	nhai
衘	U+8858	hàm
衙	U+8859	ngữ|nha
衚	U+885A	hồ
衛	U+885B	vệ
衜	U+885C	đạo
衝	U+885D	hành|trùng|xung
衞	U+885E	vệ
衟	U+885F	đạo
衡	U+8861	hoành|hành
衢	U+8862	cù
衣	U+8863	y|ý
衤	U+8864	y|ý
补	U+8865	bổ
衧	U+8867	vu
表	U+8868	biểu
衩	U+8869	sái|xái
衪	U+886A	dị
衫	U+886B	oam|sam
衬	U+886C	sấn
衭	U+886D	phu|tốt
衮	U+886E	cổn|tùng
衯	U+886F	phân
衰	U+8870	suy|súy|thoa|thôi
衱	U+8871	kiệp
衲	U+8872	nạp|nẹp|nột
衳	U+8873	chung|tùng
衵	U+8875	nật
衶	U+8876	chung
衷	U+8877	chung|trung|trúng|tà
衸	U+8878	chỉ|giới|kỳ
衹	U+8879	chỉ|kỳ
衺	U+887A	tà
衼	U+887C	chi
衽	U+887D	nhẫm|nhậm
衾	U+887E	khâm
衿	U+887F	câm|khâm
袀	U+8880	quân
袁	U+8881	viên
袂	U+8882	duệ|mê|mệ
袄	U+8884	áo
袅	U+8885	diểu|niểu|niễu|niệu
袆	U+8886	huy|y
袈	U+8888	ca|cà|già
袊	U+888A	lãnh
袋	U+888B	đãy|đại
袌	U+888C	bao|bào|bão
袍	U+888D	bào
袎	U+888E	áo
袏	U+888F	tá|tã|ven
袑	U+8891	chéo|thiệu
袒	U+8892	thản|đãn|đản
袕	U+8895	huyệt
袖	U+8896	tụ
袗	U+8897	chân|chẩn
袘	U+8898	dị
袙	U+8899	mạt|mặc|phạ|phất
袚	U+889A	bát|phất|phật
袛	U+889B	đê
袜	U+889C	miệt|mạt|vạt
袞	U+889E	cổn|gọn|tùng
袟	U+889F	cành|dật|trật
袠	U+88A0	dật|trật
袢	U+88A2	phiền|phán|phạn|phồn
袣	U+88A3	duệ
袤	U+88A4	mậu|trật
袥	U+88A5	thác
袦	U+88A6	quật
袧	U+88A7	khu
袨	U+88A8	huyễn
袩	U+88A9	xiêm
袪	U+88AA	khu|khư
被	U+88AB	bí|bị|phi
袬	U+88AC	dục
袭	U+88AD	tập
袮	U+88AE	chỉ
袯	U+88AF	bát
袱	U+88B1	phục
袲	U+88B2	di
袳	U+88B3	di
袴	U+88B4	khóa|khố
袵	U+88B5	nhẫm|nhậm
袷	U+88B7	cáp|giáp|hiệp|khiếp|kiếp
袸	U+88B8	tiến
袹	U+88B9	mạt
袺	U+88BA	kiết|kết
袼	U+88BC	các
袽	U+88BD	như
袾	U+88BE	chu|châu
袿	U+88BF	khuê
裀	U+88C0	nhân
裁	U+88C1	trài|tài
裂	U+88C2	liệt
装	U+88C5	trang
裆	U+88C6	đang|đương
裈	U+88C8	côn
裉	U+88C9	khấn|khẳng
裊	U+88CA	diểu|niểu|niễu|niệu|nẻo
裋	U+88CB	thấu|thụ
裌	U+88CC	giáp|hiệp
裎	U+88CE	chình|sính|trình
裏	U+88CF	lý
裒	U+88D2	biều|bâu|bầu|bật|phầu
裓	U+88D3	cách|cức|giới
裔	U+88D4	duệ
裕	U+88D5	dũ|dịu|dụ
裖	U+88D6	chấn
裗	U+88D7	lưu
裘	U+88D8	cầu|cừu
裙	U+88D9	quần
裚	U+88DA	tiết
裛	U+88DB	ấp
補	U+88DC	bổ
裝	U+88DD	trang
裞	U+88DE	thuế
裟	U+88DF	sa
裠	U+88E0	quần
裡	U+88E1	lý
裢	U+88E2	liên
裣	U+88E3	liêm|liễm
裤	U+88E4	khố
裥	U+88E5	cán|giản
裦	U+88E6	bao|bão|bầu
裧	U+88E7	tê|xiêm
裨	U+88E8	bài|bì|ty|tì|tỳ
裩	U+88E9	côn
裬	U+88EC	lăng
裭	U+88ED	sỉ|trị
裮	U+88EE	xương
裯	U+88EF	chù|chủ|trù|đao
裰	U+88F0	chuyết|xuyết
裱	U+88F1	biểu|bíu|phiếu
裲	U+88F2	lưỡng
裳	U+88F3	thường
裴	U+88F4	bùi|bồi
裵	U+88F5	bùi|bồi
裶	U+88F6	phi
裷	U+88F7	cổn
裸	U+88F8	khoả|khõa|khỏa|lõa|lỏa|quán
裹	U+88F9	khoả|khõa|khỏa|lõa
裺	U+88FA	am|yểm
裻	U+88FB	đốc
裼	U+88FC	thích|thế|tích
製	U+88FD	chế
裾	U+88FE	cư|cứ
褂	U+8902	quái|quải
褃	U+8903	khẳng
褅	U+8905	đế
複	U+8907	phú|phúc|phục|phức
褊	U+890A	biên|biền|biển
褋	U+890B	điệp
褌	U+890C	côn
褎	U+890E	bao|dữu|hựu|tụ
褏	U+890F	dữu|hựu|tụ
褐	U+8910	cát|hạt
褑	U+8911	viễn
褒	U+8912	bao|bão|bầu
褓	U+8913	bão|bìu|bảo|bửu
褔	U+8914	phúc
褕	U+8915	du
褖	U+8916	lãnh|suyền
褗	U+8917	yển
褘	U+8918	huy|y
褙	U+8919	bối
褚	U+891A	chử|trừ|trử|trữ
褛	U+891B	lũ
褝	U+891D	đan|đơn
褞	U+891E	ôn
褟	U+891F	tháp|triệp
褠	U+8920	câu
褡	U+8921	áp|đáp
褢	U+8922	biều|hoài|hòai
褣	U+8923	dung
褥	U+8925	nhục
褦	U+8926	lặc|nại
褧	U+8927	quýnh|đắng
褩	U+8929	ban|bàn
褪	U+892A	thoái|thối|thốn
褫	U+892B	sỉ|trì|trị
褭	U+892D	niểu
褮	U+892E	anh|huỳnh|nại
褯	U+892F	giải|tạ
褰	U+8930	khiên|kiển
褱	U+8931	hoài|hòai
褲	U+8932	khố
褳	U+8933	liên
褴	U+8934	lam
褵	U+8935	li|ly|sái|sỉ
褶	U+8936	chiệp|chấp|triệp|tập|điệp
褷	U+8937	si
褸	U+8938	lũ
褹	U+8939	nghệ|điệp
褺	U+893A	điệp
褻	U+893B	nghệ|tiết|điệp
褼	U+893C	tiên
褽	U+893D	úy
褾	U+893E	biểu
襀	U+8940	tích
襁	U+8941	cưỡng
襂	U+8942	sam|sâm
襃	U+8943	bao|bão|bầu|bậu
襄	U+8944	tương
襆	U+8946	bọc|bộc|phộc
襇	U+8947	cán|giản
襈	U+8948	soạn
襉	U+8949	cán|giản
襊	U+894A	toát|túi
襋	U+894B	cức
襌	U+894C	thiền|đan|đơn
襍	U+894D	tạp|tập
襎	U+894E	phiên
襏	U+894F	bát|phất
襐	U+8950	tượng
襒	U+8952	biết
襓	U+8953	mãn|nhiêu
襔	U+8954	mãn
襕	U+8955	lan
襖	U+8956	áo
襘	U+8958	cổi|quái
襚	U+895A	toại|tùy|tụy
襛	U+895B	nông|nùng|nồng
襜	U+895C	xiêm
襝	U+895D	liêm|liễm
襞	U+895E	bích|tích
襟	U+895F	khâm
襠	U+8960	đang|đương
襡	U+8961	thục|độc
襢	U+8962	triển|đản
襣	U+8963	tỵ
襤	U+8964	lam|lâm
襥	U+8965	bộc
襦	U+8966	nhu|như
襪	U+896A	miệt|mạt|vạt
襫	U+896B	thích
襬	U+896C	bi|bãi
襭	U+896D	hiệt
襮	U+896E	bộc
襯	U+896F	sấn
襰	U+8970	lại
襱	U+8971	lung|lũng|tập
襲	U+8972	tập
襳	U+8973	sâm|tiêm
襴	U+8974	lan
襵	U+8975	nếp|triệp
襶	U+8976	đái|đích|đới
襹	U+8979	si
襺	U+897A	kiển
襻	U+897B	phán
襼	U+897C	nghệ
襽	U+897D	lan
襾	U+897E	á
西	U+897F	tây|tê|á
覀	U+8980	tây|á
要	U+8981	yêu|yếu
覂	U+8982	phủng
覃	U+8983	diễm|đàm
覅	U+8985	vật|yếu
覆	U+8986	phú|phúc|phục|phức
覇	U+8987	bá|phách
覈	U+8988	hạch
覉	U+8989	ki|ky
覊	U+898A	biểu|ki|ky
見	U+898B	hiện|kiến
覌	U+898C	quan|quán
覍	U+898D	biền|biện|bàn
規	U+898F	qui|quy
覐	U+8990	giác|giáo
覓	U+8993	mịch
覔	U+8994	mịch
覕	U+8995	miết
視	U+8996	thị
覗	U+8997	tư|tự
覘	U+8998	chiêm|siêm
覚	U+899A	giác|giáo
覛	U+899B	mạch
覜	U+899C	thiếu|triệu
覝	U+899D	hích
覞	U+899E	diệu
覡	U+89A1	hích|hịch
覤	U+89A4	khích
覥	U+89A5	diễn|điến|điển|điễn
覦	U+89A6	du
覧	U+89A7	lãm
覩	U+89A9	đổ
親	U+89AA	thân|thấn
覬	U+89AC	khải|kí|ký
覭	U+89AD	minh
覯	U+89AF	cấu|cấy
覰	U+89B0	kiến|thứ
覲	U+89B2	cẩn|cận
観	U+89B3	quan|quán
覵	U+89B5	gián|kiến
覶	U+89B6	la|loa
覷	U+89B7	khư|khứ|kiến|thứ
覸	U+89B8	gián
覺	U+89BA	cốc|giác|giáo
覻	U+89BB	thứ
覼	U+89BC	kiến|la
覽	U+89BD	lãm
覿	U+89BF	địch
觀	U+89C0	quan|quán
见	U+89C1	hiện|kiến|điến
观	U+89C2	quan|quán
规	U+89C4	quy
觅	U+89C5	mịch
视	U+89C6	thị
觇	U+89C7	chiêm|siêm
览	U+89C8	lãm
觉	U+89C9	giác|giáo
觊	U+89CA	ký
觋	U+89CB	hích
觌	U+89CC	địch
觍	U+89CD	diễn|điến|điển|điễn
觎	U+89CE	du
觏	U+89CF	cấu
觐	U+89D0	cẩn|cận
觑	U+89D1	kiến|thứ
角	U+89D2	cốc|giác|giốc|góc|lộc
觓	U+89D3	cầu
觔	U+89D4	cân
觕	U+89D5	thô
觖	U+89D6	quyết|ưởng
觗	U+89D7	chi|chí
觙	U+89D9	cô
觚	U+89DA	cô
觜	U+89DC	chủy|tuy|tư|tủy
觝	U+89DD	để
觞	U+89DE	thương|tràng|trường
觟	U+89DF	cạn|khoé|khỏa
觠	U+89E0	quyền
觡	U+89E1	cách|gạc|thác
觢	U+89E2	sế
解	U+89E3	giái|giải|giới
觤	U+89E4	quỷ
觥	U+89E5	quang|quăng
触	U+89E6	xúc
觧	U+89E7	giải
觩	U+89E9	cầu|tốc
觫	U+89EB	tốc
觭	U+89ED	cơ|khi|ky|kỳ
觯	U+89EF	chi|chí
觰	U+89F0	xa
觱	U+89F1	tất
觳	U+89F3	giác|hạc|hộc|xác
觴	U+89F4	thương|tràng|trường
觵	U+89F5	quang|quăng
觶	U+89F6	chi|chí
觷	U+89F7	hạc
觸	U+89F8	xúc|độc
觹	U+89F9	huề
觺	U+89FA	nghi
觻	U+89FB	lộc|quyết
觼	U+89FC	quyết|quỳnh
觽	U+89FD	huề
觿	U+89FF	huề
言	U+8A00	ngân|ngôn
訁	U+8A01	ngân|ngôn
訂	U+8A02	đính
訃	U+8A03	phó
訄	U+8A04	cầu|cừu|khao|khâu|khưu
訅	U+8A05	cừu|khao
訆	U+8A06	khiếu
訇	U+8A07	hoanh
計	U+8A08	kê|kế|kể
訉	U+8A09	phạm|phạn
訊	U+8A0A	tín|tấn
訋	U+8A0B	hồng
訌	U+8A0C	hống|hồng
討	U+8A0E	thảo
訏	U+8A0F	hu|hủ
訐	U+8A10	can|kiết|yết
訑	U+8A11	di|nãn|tha
訒	U+8A12	nhẫn
訓	U+8A13	huấn|đinh
訔	U+8A14	ngân
訕	U+8A15	san|sái|sán
訖	U+8A16	châm|cật|khất|ngật
託	U+8A17	thác
記	U+8A18	kí|ký|ung
訚	U+8A1A	ngân
訛	U+8A1B	ngoa
訝	U+8A1D	nhạ
訞	U+8A1E	yêu
訟	U+8A1F	tụng
訠	U+8A20	sấn
訡	U+8A21	ngâm
訢	U+8A22	hy|hân
訣	U+8A23	quyết
訤	U+8A24	hào
訥	U+8A25	dốt|nột
訦	U+8A26	thầm
訧	U+8A27	vưu
訩	U+8A29	hung
訪	U+8A2A	phóng|phỏng
訫	U+8A2B	tín
訬	U+8A2C	miểu|sao
設	U+8A2D	thiết|thết
訯	U+8A2F	sỏa
訰	U+8A30	chuẩn|truân
許	U+8A31	hư|hổ|hứa|hử
訳	U+8A33	dịch
訴	U+8A34	tố
訶	U+8A36	ca|ha|kha
訷	U+8A37	thân
訹	U+8A39	tuất
診	U+8A3A	chẩn
註	U+8A3B	chú
証	U+8A3C	chứng
訽	U+8A3D	cấu
訾	U+8A3E	ti|ty|tí|tý|tư|tử|tỳ
訿	U+8A3F	tý
詀	U+8A40	chiêm|siệp|trám|điêm
詁	U+8A41	cổ|hỗ
詅	U+8A45	linh
詆	U+8A46	đề|để
詇	U+8A47	ánh|ưởng
詈	U+8A48	lị|lỵ
詉	U+8A49	nao
詊	U+8A4A	phán
詋	U+8A4B	chú
詍	U+8A4D	duệ
詎	U+8A4E	cự
詐	U+8A50	trá
詑	U+8A51	di|tha
詒	U+8A52	di|đãi
詓	U+8A53	khử
詔	U+8A54	chiếu
評	U+8A55	bình
詖	U+8A56	bì|bí
詗	U+8A57	huýnh|quýnh
詘	U+8A58	khuất|truất
詙	U+8A59	bạt
詛	U+8A5B	trớ|trở|tổ
詜	U+8A5C	thao
詞	U+8A5E	từ
詟	U+8A5F	chiệp|triết|triệp|đạp
詠	U+8A60	vịnh
詡	U+8A61	hu|hủ|hử
詢	U+8A62	tuân
詣	U+8A63	nghệ
詥	U+8A65	cáp
試	U+8A66	thí
詧	U+8A67	sát
詨	U+8A68	giáo|hiệu
詩	U+8A69	thi
詪	U+8A6A	ngận
詫	U+8A6B	sá|thác
詬	U+8A6C	cấu
詭	U+8A6D	ngụy|quỷ
詮	U+8A6E	thuyên
詰	U+8A70	cật
話	U+8A71	thoại
該	U+8A72	ai|cai
詳	U+8A73	dương|tưng|tường
詵	U+8A75	sân|săn
詶	U+8A76	chú|thù
詹	U+8A79	chiêm|thiêm|đạm
詺	U+8A7A	dính
詻	U+8A7B	các|ngạch|ách
詼	U+8A7C	khôi
詾	U+8A7E	hung
詿	U+8A7F	biền|quá|quái|quải
誂	U+8A82	điếu|điệu
誃	U+8A83	xỉ
誄	U+8A84	lỗi|lụy
誅	U+8A85	tru
誆	U+8A86	cuống|khuông
誇	U+8A87	khoa|khỏa
誉	U+8A89	dự
誊	U+8A8A	đằng
誋	U+8A8B	kỵ
誌	U+8A8C	chí
認	U+8A8D	nhận
誐	U+8A90	nga
誑	U+8A91	cuống
誒	U+8A92	ai|hy|ái
誓	U+8A93	thề|thệ
誕	U+8A95	đản
誖	U+8A96	bội
誘	U+8A98	dụ
誙	U+8A99	khanh
誚	U+8A9A	tiếu|tiễu
語	U+8A9E	ngứ|ngữ|ngự
誠	U+8AA0	thành
誡	U+8AA1	giới
誣	U+8AA3	vu
誤	U+8AA4	ngộ
誥	U+8AA5	cáo
誦	U+8AA6	tụng
誧	U+8AA7	bổ|phô|phổ
誨	U+8AA8	hối
誩	U+8AA9	cạnh
說	U+8AAA	duyệt|thoát|thuyết|thuế
誫	U+8AAB	chấn
説	U+8AAC	duyệt|thoát|thuyết|thuế
読	U+8AAD	đậu|độc
誯	U+8AAF	xướng
誰	U+8AB0	thùy
誱	U+8AB1	tiệp
課	U+8AB2	khoá|khóa
誳	U+8AB3	quật
誵	U+8AB5	hào
誶	U+8AB6	thốt|toái|tối
誷	U+8AB7	võng
誹	U+8AB9	phi|phỉ
誺	U+8ABA	sỉ
誻	U+8ABB	đạp
誼	U+8ABC	nghị
誽	U+8ABD	nghệ
誾	U+8ABE	ngân
調	U+8ABF	điều|điệu
諀	U+8AC0	tỷ
諂	U+8AC2	siểm
諄	U+8AC4	chuân|truân
諅	U+8AC5	kỵ
諆	U+8AC6	khi
談	U+8AC7	đàm
諈	U+8AC8	chủy
諉	U+8AC9	dụy|ủy
請	U+8ACB	thỉnh|tình|tính
諌	U+8ACC	gián
諍	U+8ACD	tranh|tránh
諏	U+8ACF	trâu|tưu|tựu|xu
諐	U+8AD0	khiên
諑	U+8AD1	trác
諒	U+8AD2	lượng|lạng
諓	U+8AD3	tiễn
諔	U+8AD4	xúc
論	U+8AD6	luân|luận
諗	U+8AD7	thâm|thẩm
諙	U+8AD9	thoại
諛	U+8ADB	du|hùa|sưu
諜	U+8ADC	điệp
諝	U+8ADD	tư
諞	U+8ADE	biền|biển
諟	U+8ADF	thị
諠	U+8AE0	huyên|tuyên
諡	U+8AE1	thụy
諢	U+8AE2	hỗn|hộn|ngộn
諤	U+8AE4	ngạc
諦	U+8AE6	đế|đề
諧	U+8AE7	hài
諨	U+8AE8	thuốc
諩	U+8AE9	phả|phổ
諫	U+8AEB	giám|gián
諬	U+8AEC	khải
諭	U+8AED	dụ
諮	U+8AEE	ti|ty|tư
諰	U+8AF0	tai|tải|tỷ
諱	U+8AF1	huý|húy
諲	U+8AF2	nhân
諳	U+8AF3	am|ải
諴	U+8AF4	hàm
諵	U+8AF5	nam
諶	U+8AF6	kham|thầm
諷	U+8AF7	phúng
諸	U+8AF8	chư|gia
諺	U+8AFA	ngạn
諼	U+8AFC	huyên|viên
諾	U+8AFE	nặc
謀	U+8B00	mưu
謁	U+8B01	yết
謂	U+8B02	vị
謄	U+8B04	đằng
謅	U+8B05	sưu|sảo|xảo
謆	U+8B06	phiến
謇	U+8B07	kiển
謈	U+8B08	bào|bạc|kiển
謊	U+8B0A	hoang|hoảng
謋	U+8B0B	hoạch
謌	U+8B0C	ca
謍	U+8B0D	doanh|hoanh
謎	U+8B0E	mê|mễ
謏	U+8B0F	tiểu|tẩu
謐	U+8B10	bí|bật|mật|mịch
謑	U+8B11	hệ
謔	U+8B14	hước
謕	U+8B15	đề
謖	U+8B16	tác|tắc|tốc
謗	U+8B17	bàng|báng
謘	U+8B18	trì
謙	U+8B19	khiêm|khiểm|khiệm
謚	U+8B1A	thụy|ích
講	U+8B1B	giảng
謝	U+8B1D	tạ
謞	U+8B1E	hào|hác
謟	U+8B1F	thao
謠	U+8B20	dao|diêu
謡	U+8B21	dao
謣	U+8B23	vu
謥	U+8B25	tổng
謦	U+8B26	khánh
謨	U+8B28	mô
謩	U+8B29	mô
謪	U+8B2A	trích
謫	U+8B2B	trích
謬	U+8B2C	mậu
謭	U+8B2D	tiễn
謯	U+8B2F	trớ|trở
謰	U+8B30	liên
謱	U+8B31	lâu
謳	U+8B33	âu
謵	U+8B35	quán|tập
謶	U+8B36	quán
謷	U+8B37	ngao|ngạo
謹	U+8B39	cẩn
謺	U+8B3A	trấp
謻	U+8B3B	di
謼	U+8B3C	hô|hộ
謾	U+8B3E	man|mạn
謿	U+8B3F	trào
譀	U+8B40	hám
譁	U+8B41	hoa
譂	U+8B42	tuyền
譅	U+8B45	sáp|sạp
譆	U+8B46	hi|hy
譇	U+8B47	xa
譈	U+8B48	đỗi
證	U+8B49	chứng
譊	U+8B4A	nao
譋	U+8B4B	lan
譌	U+8B4C	ngoa
譍	U+8B4D	ưng|ứng
譎	U+8B4E	duật|quyệt
譏	U+8B4F	cơ|ky|kỵ
譐	U+8B50	tổn|tỗn
譑	U+8B51	kiểu
譒	U+8B52	bá
譓	U+8B53	huệ
譔	U+8B54	soạn|tuyển
譖	U+8B56	tiếm|trấm
識	U+8B58	chí|thức
譙	U+8B59	tiêu|tiếu|tiều
譚	U+8B5A	đàm
譛	U+8B5B	lạp|tiếm|trấm
